dok	O
hanya	B-SYM
mendengkur	I-SYM
saja	O
lalu	O
dibawa	O
ke	O
rumah	O
sakit	O
ternyaata	O
.	O
.	O
.	O

penyebab	O
dan	O
pengobatan	O
pada	O
penderita	O
stroke	B-DGN
Selamat	O
Siang	O
,	O
Orang	O
tua	O
perempuan	O
saya	O
kamis	B-TMP
kemarin	I-TMP
terkena	O
gejala	O
stroke	B-DGN
,	O
yang	O
menyebabkan	O
tubuh	O
sebelah	O
kiri	O
tidak	B-SYM
bisa	I-SYM
digerakan	I-SYM
,	O
kaku	B-SYM
.	O
padahal	O
sebelumnya	O
.	O
.	O
.	O

Proses	O
penyembuhan	O
stroke	O
penyumbatan	O
/	O
non	B-DGN
hemoragik	I-DGN
Selamat	O
pagi	O
dok	O
,	O
bapak	O
saya	O
terkena	O
stroke	B-DGN
penyumbatan	I-DGN
sebelah	O
kiri	O
,	O
awal	B-TMP
nya	I-TMP
sebulan	I-TMP
lalu	I-TMP
vertigo	B-SYM
tidak	O
sembuh2	O
,	O
lalu	B-TMP
diminggu	I-TMP
ketiga	I-TMP
tangan	O
sebelah	O
.	O
.	O
.	O

Penyebab	O
terjadinya	O
stroke	B-DGN
yang	O
tiba	B-TMP
-	I-TMP
tiba	I-TMP
selamat	O
sore	O
dokter	O
,	O
nanya	O
dok	O
,	O
ayah	O
saya	O
waktu	O
itu	O
berobat	O
karena	O
tidak	B-SYM
bisa	I-SYM
mengpal	I-SYM
tangannya	O
,	O
kata	O
dokter	O
di	O
rumah	O
sakit	O
setempat	O
kena	O
.	O
.	O
.	O

Solusi	O
atasi	O
stroke	B-DGN
pada	O
orang	O
tua	O
Dokter	O
,	O
mertua	O
saya	O
menderita	O
stroke	B-DGN
sudah	B-TMP
3thn	I-TMP
.	O
Penyakit	O
beliau	O
membuat	O
beliau	O
tidak	B-SYM
bisa	I-SYM
melakukan	I-SYM
apapun	I-SYM
sendiri	I-SYM
.	O
masih	O
bisa	O
berjalan	O
tp	O
dipapah	B-SYM
kanan	O
kiri	O
.	O
.	O
.	O
.	O

Kaki	B-SYM
bergerak	I-SYM
sendiri	I-SYM
pada	O
penderita	O
stroke	B-DGN
Permisi	O
dok	O
,	O
Ayah	O
saya	O
4	B-TMP
bulan	I-TMP
lalu	I-TMP
terkena	O
serangan	O
stroke	B-DGN
dan	O
sekarang	O
sedang	O
menjalani	O
pemulihan	O
,	O
ketika	O
ia	O
berbaring	O
telapak	B-SYM
kakinya	I-SYM
bergerak	I-SYM
sendiri	I-SYM
.	O
.	O
.	O

Penanganan	O
nyeri	B-SYM
kaki	O
kiri	O
karena	O
terjatuh	O
pada	O
penderita	O
stroke	B-DGN
malam	O
dok	O
.	O
mau	O
konsult	O
.	O
bapak	O
saya	O
stroke	B-DGN
sudah	B-TMP
3thn	I-TMP
dan	O
pagi	B-TMP
tadi	I-TMP
jatoh	O
saat	O
berjalan	O
.	O
setelah	O
jatuh	O
dia	O
merasa	O
sakit	B-SYM
pada	O
bagian	O
.	O
.	O
.	O

Gangguan	B-SYM
bicara	I-SYM
dan	O
tidak	B-SYM
mau	I-SYM
makan	I-SYM
pada	O
penderita	O
stroke	B-DGN
Selamat	O
pagi	O
.	O
.	O
Nama	O
saya	O
Nina	O
,	O
asal	O
medan	O
.	O
.	O
Saya	O
ingin	O
bertanya	O
kepada	O
dokter	O
.	O
.	O
.	O
Sekitar	B-TMP
3	I-TMP
tahun	I-TMP
yg	I-TMP
lalu	I-TMP
,	O
bibi	O
saya	O
terkena	O
struk	B-DGN
,	O
mengakibatkan	O
.	O
.	O
.	O

pengobatan	O
stroke	B-DGN
siang	O
dok	O
,	O
saya	O
mau	O
tanya	O
ayah	O
teman	O
saya	O
sudah	B-TMP
tiga	I-TMP
bulan	I-TMP
ini	I-TMP
tangannya	O
gabisa	B-SYM
digerakin	I-SYM
udah	O
berkali	O
-	O
kali	O
kedokter	O
hasilnya	O
tetep	O
nihil	O
,	O
awalnya	O
.	O
.	O
.	O

Penyebab	O
pendarahan	O
otak	O
yang	O
tiba	O
-	O
tiba	O
dan	O
muncul	O
tanpa	O
gejala	O
Selamat	O
pagi	O
.	O
Saya	O
mau	O
bertanya	O
dok	O
.	O
Adik	O
saya	O
tanpa	O
adanya	O
trauma	O
tiba2	B-TMP
terjadi	O
perdarahan	B-DGN
di	I-DGN
otak	I-DGN
.	O
Dia	O
merasa	O
kepalanya	B-SYM
sangat	I-SYM
sakit	I-SYM
.	O
Dia	O
.	O
.	O
.	O

Apakah	O
stroke	B-DGN
ringan	I-DGN
dapat	O
sembuh	O
dengan	O
pengobatan	O
alternatif	O
?	O
Malam	O
dok	O
,	O
Ibu	O
saya	O
mengalami	O
stroke	B-DGN
ringan	I-DGN
yang	O
mana	O
beliau	O
tidak	B-SYM
dapat	I-SYM
berbicara	I-SYM
dengan	I-SYM
lancar	I-SYM
.	O
Akhir	B-TMP
-	I-TMP
akhir	I-TMP
ini	I-TMP
beliau	O
tengah	O
menjalani	O
pengobatan	O
alternatif	O
,	O
.	O
.	O
.	O

Kejang	B-SYM
pada	O
penderita	O
stroke	B-DGN
Dok	O
,	O
ibu	O
saya	O
kena	O
serangan	O
stroke	B-DGN
ke	I-DGN
2	I-DGN
beliau	O
beberapa	B-TMP
hari	I-TMP
yang	I-TMP
lalu	I-TMP
tibaÂ²	B-TMP
kejang	B-SYM
mata	B-SYM
melotot	I-SYM
pandangan	B-SYM
kosong	I-SYM
mulut	B-SYM
miring	I-SYM
ke	O
.	O
.	O
.	O

tangan	O
dan	O
kaki	O
sebelah	O
kanan	O
masih	O
sulit	B-SYM
digerakkan	I-SYM
pada	O
penderita	O
stroke	B-DGN
Malem	O
dr	O
mau	O
tanya	O
donk	O
kan	O
ibu	O
saya	O
sudah	B-TMP
hampir	I-TMP
setahun	I-TMP
ini	I-TMP
masih	O
blm	O
pulih	O
.	O
dlu	O
terkena	O
sroke	B-DGN
ringan	I-DGN
tapi	O
alhamdulillah	O
udah	O
sehat	O
.	O
tinggal	O
.	O
.	O
.	O

pengobatan	O
untuk	O
stroke	B-DGN
pada	O
orang	O
tua	O
yang	O
sudah	O
berlangsung	O
selama	B-TMP
2	I-TMP
tahun	I-TMP
Malam	O
dok	O
.	O
.	O
.	O
saya	O
mau	O
tanya	O
.	O
.	O
.	O
ibu	O
saya	O
sudah	O
terkena	O
stroke	B-DGN
lamanya	O
2	B-TMP
tahun	I-TMP
kurang	I-TMP
.	O
.	O
.	O
awal2	O
badan	O
bagian	O
kiri	O
tidak	B-SYM
berfungsi	I-SYM
.	O
.	O
dan	O
masih	O
bisa	O
bicara	O
dan	O
berjalan	O
.	O
.	O
.	O

Setengah	B-SYM
badan	I-SYM
terasa	I-SYM
pegal	I-SYM
dan	I-SYM
bergerak	I-SYM
sendiri	I-SYM
apakah	O
gejala	O
stroke	B-DGN
ringan	I-DGN
?	O
Domau	O
tanya	O
,	O
ayah	O
saya	O
tiba2	B-TMP
setenah	O
badannya	O
terasa	B-SYM
pegal	I-SYM
dan	O
merasa	B-SYM
bergerak	I-SYM
sendiri	I-SYM
,	O
apakah	O
itu	O
salah	O
satu	O
gejala	O
stroke	B-DGN
ringan	I-DGN
?	O

Lupa	B-SYM
cara	I-SYM
berjalan	I-SYM
dengan	O
riwayat	O
stroke	B-DGN
Dok	O
saya	O
mau	O
nanya	O
,	O
ayah	O
saya	O
memang	O
ada	O
riwayat	O
gejala	O
stroke	B-DGN
ringan	I-DGN
.	O
Sudah	O
tidak	O
pernah	O
kambuh	O
lagi	O
atau	O
semakin	O
parah	O
.	O
Tapi	O
mendadak	B-TMP
.	O
.	O
.	O

Efek	O
samping	O
cetirizine	O
pada	O
penderita	O
stroke	B-DGN
Dok	O
.	O
Ayah	O
saya	O
menderita	O
stroke	B-DGN
sudah	B-TMP
1	I-TMP
tahun	I-TMP
dan	O
badan	O
nya	O
juga	O
masih	O
lemah	B-SYM
.	O
Dan	O
juga	O
ayah	O
saya	O
juga	O
mengalami	O
alergi	O
gatal	O
.	O
.	O
.	O

Kaki	O
tangan	O
kanan	O
yang	O
stroke	B-DGN
kaku	B-SYM
dan	O
sakit	B-SYM
Pagi	O
Dok	O
,	O
saya	O
ingin	O
menanyakan	O
tentang	O
ibu	O
saya	O
yg	O
terkena	O
stroke	B-DGN
okrober	B-TMP
18	I-TMP
dan	O
dan	O
2	B-TMP
bln	I-TMP
lalu	I-TMP
kaki	O
kanan	O
sdh	O
bs	O
.	O
.	O
.	O

Berkeringat	B-SYM
hanya	I-SYM
di	I-SYM
bagian	I-SYM
tubuh	I-SYM
kiri	I-SYM
setelah	O
minum	O
obat	O
pasca	O
stroke	B-DGN
ringan	I-DGN
Selamat	O
malam	O
Dok	O
.	O
Saya	O
mau	O
bertanya	O
,	O
Ayah	O
saya	O
itu	O
sedang	O
dalam	O
proses	O
pemulihan	O
setelah	O
terkena	O
stroke	B-DGN
ringan	I-DGN
.	O
dari	B-TMP
bulan	I-TMP
Juni	I-TMP
terkena	O
strokenya	O
.	O
.	O
.	O

kemungkinan	O
sembuh	O
dari	O
stroke	B-DGN
Pagi	O
dok	O
,	O
ibu	O
saya	O
sekitar	B-TMP
2	I-TMP
bulan	I-TMP
lalu	I-TMP
terkena	O
stroke	B-DGN
yang	O
menyebabkan	O
anggota	O
tubuh	O
sebelah	O
kirinya	O
lemah	B-SYM
,	O
tapi	O
sekarang	O
sudah	O
bisa	O
bergerak	O
.	O
.	O
.	O

Tangan	O
kiri	O
tidak	B-SYM
bisa	I-SYM
digerakkan	I-SYM
setelah	O
pengobatan	O
stroke	B-DGN
melalui	O
pijat	O
syaraf	O
halo	O
dok	O
,	O
saya	O
mau	O
bertanya	O
mengenai	O
ayah	O
saya	O
sekitar	O
seminggu	B-TMP
yg	I-TMP
lalu	I-TMP
ayah	O
saya	O
terkena	O
stroke	B-DGN
ringan	I-DGN
,	O
yang	O
mana	O
kaki	O
dan	O
tangan	O
.	O
.	O
.	O

Kemungkinan	O
stroke	B-DGN
yang	O
sudah	O
menahun	O
bisa	O
sembuh	O
Dok	O
,	O
sebelumnya	O
saya	O
jelaskan	O
kondisi	O
ibu	O
saya	O
:	O
1	O
.	O
Ibu	O
saya	O
sudah	B-TMP
3	I-TMP
tahun	I-TMP
mengalami	O
stroke	B-DGN
dengan	O
gejala	O
:	O
tidak	B-SYM
bisa	I-SYM
bicara	I-SYM
,	O
gangguan	B-SYM
anggota	I-SYM
badan	I-SYM
.	O
.	O
.	O

Solusi	O
atasi	O
stroke	O
hemoragic	O
dok	O
ibu	O
saya	O
terkena	O
stroke	B-DGN
hemoragic	I-DGN
saat	O
ini	O
msh	O
kritis	B-SYM
sdh	B-TMP
3hr	I-TMP
krn	O
pecah	O
di	O
epidural	O
di	O
rumah	O
sakit	O
yg	O
sekarang	O
tdk	O
.	O
.	O
.	O

kaki	B-SYM
kebas	I-SYM
dengan	O
riwayat	O
stroke	B-DGN
Dok	O
,	O
6	B-TMP
bulan	I-TMP
lalu	I-TMP
saya	O
terkena	O
stroke	B-DGN
(	O
pecah	B-DGN
pembuluh	I-DGN
darah	I-DGN
)	O
sekarang	O
semua	O
sudah	O
normal	O
,	O
cuma	O
kaki	O
kanan	O
telapak	O
terasa	B-SYM
kesemutan	I-SYM
dan	O
kalau	O
.	O
.	O
.	O

Perawatan	O
untuk	O
penderita	O
stroke	B-DGN
sore	O
dokter	O
,	O
ayah	O
saya	O
mengalami	O
stroke	B-DGN
hampir	B-TMP
6	I-TMP
tahun	I-TMP
lamanya	I-TMP
.	O
orangnya	O
manja	O
dan	O
sering	B-SYM
marah2	I-SYM
apabila	O
kemauan	O
nya	O
tidak	O
di	O
turuti	O
.	O
apakah	O
.	O
.	O
.	O

Cegukan	B-SYM
tidak	I-SYM
berhenti	I-SYM
pada	O
penderita	O
stroke	B-DGN
Halo	O
dok	O
ayah	O
saya	O
sakit	O
stroke	B-DGN
yg	I-DGN
ke	I-DGN
2	I-DGN
,	O
namun	O
akhir2	B-TMP
ini	I-TMP
sering	B-SYM
cegukan	I-SYM
yg	I-SYM
tidak	I-SYM
berhenti2	I-SYM
.	O
Setiao	B-TMP
hr	I-TMP
setiao	I-TMP
waktunsekaku	O
cegukan	B-SYM
.	O
.	O
.	O

Pusing	B-SYM
berputar	I-SYM
disertai	O
muntah	B-SYM
dengan	O
riwayat	O
stroke	B-DGN
Setahun	B-TMP
lalu	I-TMP
ibu	O
saya	O
terkena	O
stroke	B-DGN
,	O
ada	O
penyumbatan	B-DGN
di	I-DGN
pembuluh	I-DGN
darah	I-DGN
otak	I-DGN
.	O
jadi	O
badan	O
sebelah	O
kiri	O
tidak	O
terasa	O
.	O
Kemarin	O
ibu	O
saya	O
pusing	B-SYM
.	O
.	O
.	O

Ciri	O
-	O
ciri	O
penderita	O
stroke	B-DGN
Dok	O
ibu	O
saya	O
lg	O
duduk	O
ikut	O
pengajian	O
tiba2	B-TMP
dia	O
gk	B-SYM
bisa	I-SYM
berdiri	I-SYM
dan	O
gk	B-SYM
ada	I-SYM
kekuatan	I-SYM
anggota	O
badannya	O
sebelah	O
setelh	O
di	O
rawat	O
.	O
.	O
.	O

Penyebab	O
halusinasi	B-SYM
disertai	O
sulit	B-SYM
tidur	I-SYM
saat	O
konsumsi	O
obat	O
untuk	O
stroke	B-DGN
Awal	O
bulan	B-TMP
mei	I-TMP
2020	I-TMP
,	O
ayah	O
saya	O
dirawat	O
dirumah	O
sakit	O
karena	O
stroke	B-DGN
dan	O
diresepkan	O
obat	O
citicoline	O
dan	O
clopidogrel	O
bisulfate	O
,	O
selama	O
minum	O
obat	O
itu	O
,	O
.	O
.	O
.	O

Tangan	O
kanan	O
dan	O
kaki	O
kanan	O
tidak	B-SYM
bisa	I-SYM
digerakkan	I-SYM
apakah	O
stroke	B-DGN
ringan	I-DGN
?	O
Saya	O
mau	O
bertanya	O
dok	O
,	O
Ibu	O
saya	O
tiba2	B-TMP
kaki	O
kanan	O
dan	O
tangan	O
kanan	O
nya	O
tidak	B-SYM
bisa	I-SYM
bergerak	I-SYM
bahkan	O
untuk	O
berjalan	B-SYM
harus	I-SYM
di	I-SYM
bantu	I-SYM
.	O
.	O
.	O

Solusi	O
dalam	O
menangani	O
penderita	O
stroke	B-DGN
yang	O
ingatannya	B-SYM
mulai	I-SYM
hilang	I-SYM
Hallo	O
dok	O
.	O
.	O
Saya	O
ingin	O
bertanya	O
.	O
.	O
Bapak	O
saya	O
menderita	O
stroke	B-DGN
separuh	O
badan	O
sudah	B-TMP
2	I-TMP
tahun	I-TMP
ini	I-TMP
dan	O
selama	O
ini	O
hanya	O
menjalani	O
berobat	O
jalan	O
.	O
.	O
.	O

penyembuhan	O
sulit	B-SYM
bicara	I-SYM
pada	O
penderita	O
stroke	B-DGN
Ayah	O
saya	O
sudah	O
kesulitan	B-SYM
bicara	I-SYM
selama	B-TMP
5	I-TMP
tahun	I-TMP
dan	O
sudah	O
cek	O
katanya	O
ayah	O
saya	O
terkena	O
stroke	B-DGN
kecil	I-DGN
,	O
bagaimana	O
cara	O
menyembuhkan	O
dok	O
?	O
,	O
apakah	O
.	O
.	O
.	O

Solusi	O
atasi	O
nyeri	B-SYM
betis	I-SYM
pada	O
penderita	O
stroke	B-DGN
Dok	O
orang	O
tua	O
saya	O
stroke	B-DGN
kebetulan	O
disisi	O
kiri	O
badan	O
mengalami	O
kelemahan	B-SYM
buat	O
jalan	O
masih	O
bisa	O
walaupun	O
pelan2	O
itu	O
sudah	B-TMP
5	I-TMP
th	I-TMP
berjalan	I-TMP
,	O
.	O
.	O
.	O

Apakah	O
pipi	O
kedutan	B-SYM
merupakan	O
ciri	O
-	O
ciri	O
stroke	B-DGN
ringan	I-DGN
?	O
Dok	O
,	O
saya	O
mau	O
tanya	O
saya	O
sudah	O
3	B-TMP
hari	I-TMP
ini	I-TMP
mengalami	O
kedutan	B-SYM
pada	O
pipi	O
atas	O
.	O
di	O
bawah	O
mata	O
.	O
apakah	O
kedutan	B-SYM
saya	O
mengindikasikan	O
saya	O
sakit	O
.	O
.	O
.	O

penyebab	O
sering	B-SYM
pingsan	I-SYM
dan	O
mengalami	O
gejala	O
seperti	O
stroke	B-DGN
Halo	O
dokter	O
.	O
.	O
.	O
tahun	B-TMP
maret	I-TMP
2014	I-TMP
saya	O
kena	O
stroke	B-DGN
karena	O
pembuluh	B-DGN
darah	I-DGN
pecah	I-DGN
.	O
Saya	O
tidak	O
operasi	O
,	O
setengah	O
badan	O
kanan	O
lumpuh	B-SYM
.	O
Saya	O
berbicara	O
dan	O
menulis	O
.	O
.	O
.	O

Mulut	B-SYM
terasa	I-SYM
kering	I-SYM
,	O
liur	B-SYM
kental	I-SYM
dan	O
susah	B-SYM
buang	I-SYM
ludah	I-SYM
dan	O
rasanya	B-SYM
seperti	I-SYM
asam	I-SYM
Saya	O
baru	O
sembuh	O
dari	O
stroke	B-DGN
,	O
sekitar	B-TMP
1bln	I-TMP
lalu	I-TMP
.	O
Sekarang	O
sudah	O
sehat	O
hanya	O
saja	O
saya	O
masih	O
belum	O
bisa	O
merasakan	O
enak	O
makanan	O
.	O
Saat	O
ini	O
.	O
.	O
.	O

Penyebab	O
gmpang	B-SYM
sekali	I-SYM
kaget	I-SYM
atau	I-SYM
terkejut	I-SYM
/	O
tersentak	O
pada	O
penderita	O
stroke	B-DGN
Tahun	B-TMP
2019	I-TMP
abah	O
saya	O
mengalami	O
stroke	B-DGN
yang	O
membuat	O
lumpuh	B-SYM
kaki	O
kiri	O
total	O
dan	O
bibir	B-SYM
mengalami	I-SYM
ikut	I-SYM
membentuk	I-SYM
kemiringan	I-SYM
akibatnya	O
,	O
hingga	O
skrg	O
.	O
.	O
.	O

penyebab	O
buang	B-SYM
air	I-SYM
kecil	I-SYM
tanpa	I-SYM
sadar	I-SYM
Dok	O
,	O
ayah	O
saya	O
sudah	B-TMP
3	I-TMP
tahun	I-TMP
terkena	O
struk	B-DGN
,	O
namun	O
belakangan	B-TMP
ini	I-TMP
ketika	O
buang	O
air	O
kecil	O
tidak	B-SYM
bisa	I-SYM
lagi	I-SYM
tertahankan	I-SYM
,	O
ketika	O
bilang	O
mw	O
.	O
.	O
.	O

Bolehkah	O
penderita	O
stroke	B-DGN
minum	O
obat	O
diclofenac	O
untuk	O
menghilangkan	O
nyeri	B-SYM
di	O
lutut	O
?	O
Ibu	O
saya	O
2	B-TMP
bulan	I-TMP
lalu	I-TMP
di	O
nyatakan	O
terkena	O
stroke	B-DGN
ringan	I-DGN
.	O
Setelah	B-TMP
sebulan	I-TMP
minum	O
obat	O
dr	O
dokter	O
,	O
sudah	O
mulai	O
bisa	O
berjalan	O
kembali	O
walau	O
.	O
.	O
.	O

Penanganan	O
badan	B-SYM
sakit	I-SYM
terutama	O
pinggul	O
pasca	O
stroke	B-DGN
Alo	O
Dokter	O
,	O
Saya	O
mau	O
nanya	O
Dok	O
,	O
papa	O
saya	O
terkena	O
stroke	B-DGN
sebelah	O
kiri	O
,	O
tangan	O
dan	O
kaki	O
kirinya	O
tidak	B-SYM
bisa	I-SYM
bergerak	I-SYM
sejak	B-TMP
akhir	I-TMP
September	I-TMP
2019	I-TMP
.	O
.	O
.	O

Rasa	B-SYM
Kebas	I-SYM
/	O
Kesemutan	B-SYM
Pasca	O
Stroke	B-DGN
Dear	O
Dokter	O
,	O
Awal	B-TMP
Mei	I-TMP
2017	I-TMP
lalu	I-TMP
saya	O
mengalami	O
stroke	B-DGN
yg	O
menyebabkan	O
bagian	O
tangan	O
&amp	O
;	O
kaki	O
saya	O
sebelah	O
kiri	O
mengalami	O
kelumpuhan	B-SYM
.	O
Setelah	O
rawat	O
.	O
.	O
.	O

Solusi	O
untuk	O
pengobatan	O
stroke	B-DGN
saat	O
akan	O
pergi	O
berhaji	O
selamat	O
siang	O
dok	O
,	O
saya	O
pernah	O
menderita	O
stroke	B-DGN
lumpuh	B-SYM
bagian	O
kanan	O
3	B-TMP
tahun	I-TMP
lalu	I-TMP
.	O
Tahun	B-TMP
depan	I-TMP
saya	O
ingin	O
melaksanakn	O
ibadah	O
haji	O
,	O
apakah	O
ada	O
.	O
.	O
.	O

Solusi	O
mengatasi	O
penyumbatan	B-DGN
pembuluh	I-DGN
darah	I-DGN
di	I-DGN
otak	I-DGN
lansia	O
Dok	O
nenek	O
saya	O
bangun	O
tidur	O
tiba2	B-TMP
mati	B-SYM
rasa	I-SYM
di	O
daerah	O
wajah	O
,	O
sulit	B-SYM
bicara	I-SYM
dan	O
pusing	B-SYM
dan	O
keseimbangan	B-SYM
tubuh	I-SYM
juga	I-SYM
kurang	I-SYM
.	O
Kira	O
-	O
kira	O
itu	O
.	O
.	O
.	O

Mata	O
tiba	B-TMP
-	I-TMP
tiba	I-TMP
rabun	B-SYM
,	O
memerah	B-SYM
,	O
dan	O
gatal	B-SYM
pada	O
penderita	O
stroke	B-DGN
assalamualaikum	O
dok	O
,	O
ayah	O
saya	O
sedang	O
mengalami	O
stroke	B-DGN
selama	B-TMP
7	I-TMP
bulan	I-TMP
dan	O
sering	O
mengeluh	O
kadang2	O
matany	O
tiba2	B-TMP
rabun	B-SYM
,	O
nah	O
dr	O
kmrn	B-TMP
matany	B-SYM
rabun	I-SYM
.	O
.	O
.	O

Apa	O
itu	O
infrark	B-DGN
serebri	I-DGN
Ayah	O
saya	O
tiba2	B-TMP
.	O
Lemas	B-SYM
di	O
tubuh	O
bagian	O
kiri	O
kaki	O
dan	O
tangan	O
.	O
Dan	O
setelah	O
cityscand	O
hasil	O
kesimpulan	O
nya	O
infark	O
serebri	O
di	O
capsula	O
externa	O
.	O
.	O
.	O

Kemungkinan	O
lumpuh	B-SYM
di	O
sebagian	O
tubuh	O
bisa	O
disembuhkan	O
pada	O
penderita	O
stroke	B-DGN
serangan	O
kedua	O
Ibu	O
saya	O
terkena	O
penyakit	O
strokeIa	B-DGN
sudah	O
mengalami	O
stroke	B-DGN
